sent,original_cont_label,original_det_label,annotated_cont_labels,annotated_det_labels,CLOB,COLOR,FADE,FORM,K,KAN,KOB,KP,(A),(AD),(H),(HD),A,ABS,AD,ALIM,ANAT,ARCH,BOT,ELEM,FRAG,GÉO,H,HD,MQ,OBJ,PAYS,RADIO,SEX,SG,SYMB,animal_macro,human_macro,abs_macro,food_macro,art_arch_macro,nature_macro,fragment_macro,geo_macro,object_macro,science_macro,graphic_macro
"The small human movement was a faint shadow of a person's arm, partially hidden by their sleeve, as they walked quickly down the street, their black coat and hat making them almost invisible in the crowd, amidst a puddle of mud that reflected the bright red of a nearby fire engine.","['(HD)', 'SYMB']","['KP', 'COLOR']","Based on the sentence, I would categorize the following as part of what's mentioned:

(AD):the person's arm
(HD):their sleeve
(SG):blood","Based on the sentence, the two categories that are part of what's mentioned are:

1. KP: small human movement
2. COLOR: The object of the sentence is strongly associated with color (the bright red of a nearby fire engine)",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Her eyes were sunken, her skin was sallow, and her lips were pale, like the faint outline of a bruise on her left cheekbone, where a smudge of smoke had lingered from last night's cigarette.",['(HD)'],['FORM'],"Based on the given text, the two categories that can be assigned are:

(A):a fictional person
(HD):a part of a fictional person (specifically, Holme)","Based on the sentence, I would categorize it as follows:

K: The human/s move (her eyes were sunken and her lips were pale)
CLOB: The object of the sentence is a feeling of threat or anxiety (the bruise on her cheekbone suggests a sense of unease)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The ancient creature's scales had faded to a mossy green, like the first light of dawn on a misty forest floor, and its eyes glowed with an eerie red glow, as if infused with the blood of the land itself, surrounded by a halo of smoke that rose from the ground.","['(AD)', 'SG']","['FORM', 'COLOR']","Based on the given text, I would categorize the following elements:

- Scales: H (human), AD (part of a real animal)
- Eyes: H (human), AD (part of a human body)
- Glow: ABS (abstract concept)
- Blood: SG (references to blood)","Based on the sentence, I would categorize it as follows:

K: The ancient creature's scales had faded to a mossy green
CLOB: its eyes glowed with an eerie red glow
COLOR: surrounded by a halo of smoke that rose from the ground",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"The creature's scales glistened like polished obsidian, its eyes burning with an inner fire that seemed to sear the air around it, as if the very presence of life itself was a threat to all that was fragile and fleeting in this desolate landscape.",['(A)'],"['FORM', 'CLOB']","Based on the given text, I would categorize the following elements:

- Scales: H (a part of a fictional animal)
- Eyes: H (a part of a human or an animal) 
- Fire: ABS (an abstract concept), but also mentioned as ""inner fire"" which could be interpreted as a metaphorical expression for passion, energy, etc.","Based on the sentence, I would categorize it as follows:

K: The creature's scales
CLOB: its eyes burning with an inner fire that seemed to sear the air around it",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The fading image of a tiger's spotted fur was etched in the smoke-filled room, where a black man sat amidst a puddle of mud, his red hat askew, surrounded by coal-black sheep's woolen blankets and a bloodstained tablecloth.",['(A)'],"['FORM', 'COLOR', 'FADE']","Based on the sentence, the following categories are part of what's mentioned:

(AD):the tiger
(HD):the tiger's fur
(HD):the sheep's woolen blankets
(SG):blood","Based on the sentence, I would categorize it as follows:

K: The human/s move (a black man)
CLOB: The object of the sentence is the feeling of threat, anxiety. (the atmosphere or mood created by the scene)",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The creature's scales glistened like polished obsidian as it lunged at its prey, striking true and sending a crimson stain spreading across the forest floor. A nearby tree trunk, rough-hewn and weathered to a deep, burnished copper, stood sentinel over the carnage.",['(A)'],"['K', 'COLOR', 'FADE']","Based on the sentence, the two categories that can be identified are:

(A) A fictional animal
(HD): its scales","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the creature lunging at its prey)
2. CLOB: feeling of threat (death and carnage)",0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The ancient scroll depicted a majestic dragon, its scales glistening like polished obsidian, fading into a soft, misty haze as it breathed fire that seemed to seep from the very edges of the parchment, revealing the intricate texture of its wings.","['(A)', 'HD']",['FORM'],"The following categories are part of what's mentioned in this sentence:

(HD):the dragon
(AD):its scales
(SG):blood","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the dragon breathing fire)
2. COLOR: the object of the sentence is strongly associated with color (polished obsidian)",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"The ancient, weathered relic was covered in a fine layer of dust and had a faint, eerie glow, like smoke seeping from a long-extinguished flame, its texture worn smooth by time and neglect.",['(AD)'],"['FORM', 'FADE']","Here are the two categories that can be applied to the given sentence:

(A) A real animal
(HD) The dragon's tail","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement
2. CLOB: the object of the sentence is the feeling of threat, anxiety.",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The ancient, weathered sword hung from the wall, its blade etched with a fine line of frost, like a ghostly finger tracing the contours of a forgotten face. Its handle was worn smooth as a summer's skin, and the metal seemed to absorb the faint glow of the setting sun.","['(AD)', 'OBJ']","['FORM', 'CLOB']","Based on the given text, I would categorize the following elements:

(AD):the sword
(HD):its handle
(SG):the metal","Based on the sentence, I would categorize it as follows:

K: The ancient, weathered sword hung from the wall
CLOB: its blade etched with a fine line of frost
COLOR: none explicitly mentioned, but ""frost"" is associated with color (white)",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"The chupacabra's spiky tail flickers in the sunlight as it grazes on the grassy meadow, its rough texture glistening like worn leather beneath its sharp claws. A nearby rock rolls down a gentle slope, crashing into a small pool of water that reflects the vibrant colors of the surrounding landscape.","['(AD)', 'OBJ', 'ELEM', 'PAYS']","['KOB', 'FADE']","Based on the sentence, the two categories that apply are:

(HD):a part of a fictional person (the chupacabra)
(AD):part of a real animal (its spiky tail)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: The chupacabra is a small human movement (specifically, its tail).
2. COLOR: The vibrant colors of the surrounding landscape.",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"The person sat alone in a dimly lit room, staring at an old photograph of themselves as a child, their eyes filled with nostalgia and longing for something they could never have again.",['(H)'],['K'],"Based on the sentence, the following categories are part of it:

(A) H: A human. (The person is described as sitting alone)
(HD): a part of a human body. (Their eyes are mentioned)

These two categories capture the essence of the sentence.","Based on the sentence, I would categorize it as follows:

K: The human/s move (the person sitting alone)
CLOB: The object of the sentence is the feeling of threat, axiety (nostalgia and longing)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The personification of anxiety, a faded photograph of her, with a cracked frame and yellowed edges, slowly dissolving into the background, like the sheep's fur in the wind, as the camera lens distorts, capturing the impermanence of all things, leaving only a faint memory.","['(H)', 'FRAG', 'ABS']","['CLOB', 'FORM']","Based on the given text, I would categorize the following elements:

- Personification: (A)
- Faded photograph: (AD)
- Sheep's fur: (H/A) 
- Wind: (SC)","Based on the sentence, I would categorize it as:

KAN: an object or element (the camera lens) is moving (distorting).
CLOB: the object of the sentence (anxiety) is a feeling of threat, anxiety.
COLOR: the object of the sentence (a faded photograph) is strongly associated with color (yellowed edges).",1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"The old, worn leather jacket had faded to a deep, rich brown, like the color of a ripe plum, and was covered in tiny, intricate patterns that seemed to shift and shimmer in the dim light, evoking the texture of a well-worn velvet cloak.",['(H)'],"['FORM', 'COLOR']","Based on the sentence, the following categories are part of it:

A: an animal (the old, worn leather jacket is described as ""old"" and ""worn"", suggesting a type of animal)
H: a human (the person who wore the jacket is mentioned)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the jacket being worn and faded)
2. COLOR: the object of the sentence is strongly associated with color (ripe plum)",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The old clock's worn face seemed to whisper ""forever"" as it stood sentinel in the corner, its cracked surface reflecting the dim light like a thousand tiny mirrors, evoking a sense of perpetual unease and dread that clung to it like a shroud.","['(H)', '(A)', '(AD)']","['FORM', 'CLOB']","Based on the sentence, the following categories are part of what's mentioned:

(HD):the clock's face
(AD):the clock's surface","Based on the sentence, I would categorize the following two types:

1. KP: small human movement (the clock's worn face)
2. CLOB: the object of the sentence is a feeling of threat or unease (perpetual unease and dread)",1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"The darkness crept in like a thief, stealing her youth and leaving her with an age that seemed to stretch on forever, like a withered tree.","['(H)', 'A', 'OBJ']","['KOB', 'CLOB']","The following categories are part of what's mentioned in this sentence:

(HD):the devil
(AD):the devil's tail
(SG):blood","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (crept in)
2. CLOB: feeling of threat (age that seemed to stretch on forever)",1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"As I sit in front of my laptop, staring at a blank screen filled with numbers and letters, I feel a sense of excitement building up inside me. My hand reaches out to touch the keyboard, and as I do, I notice a small glass of water on the desk next to it, reflecting the numbers and letters back at me.","['ABS', 'OBJ', 'SYMB']",['K'],"The following categories are part of what's mentioned in this sentence:

(A) A real animal (laptop)
(H) A human
(HD) The hand
(ABS) Excitement","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the hand reaching out to touch the keyboard)
2. CLOB: the object of the sentence is a feeling of excitement (the sense of excitement building up inside me)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"The old, worn leather saddle had faded to a soft brown from years of use, its once-black leather now cracked and weathered, revealing a subtle sheen like the gentle glow of a sunset on a dusty road.",['ELEM'],"['COLOR', 'FORM']","Here are the two categories that can be identified in the given sentence:

1. (A):a real animal
2. (H):a human","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the saddle being worn and faded)
2. COLOR: the object of the sentence is strongly associated with color (the leather being described as ""soft brown"" which evokes a sense of warmth and earthiness)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The fading ember on the rock's surface seemed to merge with the wispy tendrils of smoke that curled around it, blending them into a warm, golden hue reminiscent of an aged piece of leather.",['ELEM'],['FORM'],"Based on the given text, I would categorize the following as part of what's mentioned:

- (A):a fictional object (ember, smoke)
- (AD):part of a real object (rock, tendrils)
- (H):a human or non-human entity (the person who is observing the scene)","Based on the sentence, the following two categories are part of what's mentioned:

1. KP: small human movement (the ember and smoke)
2. CLOB: the object of the sentence is a feeling of threat or anxiety (the ""warm, golden hue reminiscent of an aged piece of leather"")",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The fading image of a tiger's spot on a worn leather saddle seemed to blend into the earthy tone of the surrounding terrain, as if the animal itself had been absorbed into the natural world, leaving behind only its subtle texture and the faintest hint of smoke from a distant fire.",['ELEM'],"['FORM', 'COLOR']","The following categories are part of what's mentioned in this sentence:

(AD):the tiger
(HD):the saddle
(SG):tiger's spot","Based on the sentence, I would categorize it as:

K: The human/s move (the image of a tiger's spot fading into the terrain)
CLOB: The object of the sentence is the feeling of threat, anxiety (the ""subtle texture"" and ""faintest hint of smoke from a distant fire"")",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
